source,name,display_name,company,address,phone,email,website,category,city,followers,rating,review_count,contact_available
google_maps,Relojería Milla De Oro,,,carrera 43a # 6 sur 15 local 99102,+3506144835,,http://www.relojeriamilladeoro.com/,,,,4.8,0,True
google_maps,Joyería Orient - C.C Santafé,,,"Local 91950, Cra. 43B #7 Sur- 170",+3009222237,,https://joyeriaorient.com/,,,,5.0,0,True
google_maps,Watch Store and Repair,,,"Edificio Gran Colombia, Cra. 49 #50-22",+3016518435,,,,,,4.7,0,True
google_maps,Time Square El Tesoro | Relojería en Medellín,,,Carrera 25A # 1A Sur - 45 local 1705 Piso 1 Etapa 4,+3502813632,,https://www.timesquare.com.co/,,,,3.7,0,True
google_maps,Joyeria Intercontinental - Distribuidor Oficial Rolex,,,"El Tesoro Parque Comercial, Cra. 25a #1 A Sur 45 local 1009",+6046041880,,http://joyeriaintercontinental.com/,,,,4.3,0,True
google_maps,Multirelojes,,,Cl. 51 #73-134 local 1688,+3193392783,,https://reparacion.multirelojes.co/,,,,4.4,0,True
google_maps,RELOJERIA EVOLUTION TIME,,,carrera25a#1asur45 oficina 2228 c.c.el tesoro(zona de comidas centro-mezanine,+3004968258,,,,,,4.5,0,True
google_maps,Atumano - Relojes Medellín,,,"FLORIDA PARQUE COMERCIAL ETAPA 2, Cl. 72 #·65-140 LOCAL 2019 SEGUNDO PISO",+3207419911,,https://www.atumano.com.co/,,,,3.7,0,True
google_maps,Joyeria Kronos Principal,,,Cra. 49 #50-26,+6045111020,,,,,,4.4,0,True
google_maps,RELOJERÍA CRONOSOL,,,"Centro Comercial El Hueco, Cl. 48 #53-53 Número 1 Local 188",+3103968387,,https://bento.me/cronosol,,,,4.5,0,True
instagram,,Kz Acoustics Bogota,,,+3166266648,,,,,798,,,True
google_maps,Super Audio - Pro Audio,,,Cra. 9 #19-34,+3102259529,,http://www.superaudio.com.co/,,,,4.9,0,True
google_maps,Audiófilo Store,,,Cl. 127 Bis #19 - 25 Local 1,+3176689929,,http://www.audiofilostore.com/,,,,4.8,0,True
google_maps,Puerta del Sol Business Park,,,"Alamos norte, Tv. 93 #51-98 Bodega 73b",+6014106212,,http://www.superaudio.com.co/,,,,4.5,0,True
google_maps,Audiotienda.co I Centro auditivo multimarca,,,"Centro Comercial Bulevar Niza, Ak. 58 #127-59 Local S-119",+3227125497,,https://www.audiotienda.co/,,,,4.8,0,True
google_maps,Audiocentro Electronics,,,Cl 20 #8-97,+3174314519,,https://www.facebook.com/alexanderaudiocentro.esquina,,,,4.6,0,True
google_maps,La Tienda de Audio,,,Cl 45a #28-13,+3028327829,,https://latiendadeaudio.com/,,,,4.7,0,True
google_maps,Sonido y Accesorios,,,Cra. 9 # 19-59 local 207,+3102233273,,http://www.sonidoyaccesorios.com/,,,,4.6,0,True
google_maps,Audiocentro Studio,,,Cra. 72 #71-73,+3175178841,,http://www.audiocentro.com.co/,,,,4.7,0,True
google_maps,Audiocentro Mega,,,Cra. 9 #20-41,+3178941899,,https://www.audiocentro.com.co/,,,,4.9,0,True
instagram,,Relojes colombia,,,+3015888317,,,,,72000,,,True
instagram,,RELOJERIA MANANTIAL JOYAS Y RELOJES,,,+573206146436,,,,,94000,,,True
google_maps,Velas aromas & regalos,,,Cra77#19-35 Conjunto residencial la pradera Bogotá Bogora,+3142349195,,,,,,5.0,0,True
google_maps,Perfumería Aroma RyP L-1.109,,,Cl. 12 #13-85,+3108687910,,,,,,4.3,0,True
google_maps,L'arôme Maison,,,"Calle de los Anticuarios, Cl. 79b #7-90 2ndo Piso",+3104032579,,http://www.larome.com.co/,,,,5.0,0,True
google_maps,Velas Aromáticas Nocturna,,,Cra. 113 #70b-5,+3015408765,,https://nocturna.com.co/,,,,5.0,0,True
google_maps,Azaahar,,,Cl 136 #45A-70,+3213157607,,https://azaahar.com/,,,,5.0,0,True
google_maps,Aromas Ana María,,,Cl. 12 # 9 - 24,+3213900346,,https://aromasanamaria.com/,,,,3.0,0,True
google_maps,Gaia Calm Velas Artesanales,,,Cl. 66 #59-31,+3229430073,,https://www.instagram.com/gaia.calm?utm_source=ig_web_button_share_sheet&amp;igsh=ZDNlZDc0MzIxNw==,,,,5.0,0,True
google_maps,Velas e Insumos León | Distribuidora de Insumos Para Velas en Bogotá y Colombia,,,Cra. 73a #75 - 07 Local 1,+3124686090,,https://velaseinsumosleon.com/,,,,4.7,0,True
google_maps,Gran Aroma - Perfumes de Nicho,,,"Amsterdam Plaza, Cra. 25 #4 - 165 Sótano 2, Local 9835",+3107108035,,https://granaroma.co/,,,,4.9,0,True
google_maps,disfraromas,,,Cra. 56b #49-33,+3105993411,,http://www.disfraromas.com.co/,,,,4.0,0,True
google_maps,Internacional De Aromas: Distribuidora de Productos de Perfumería y Envases,,,Cra. 56A #49a-30,+3216744893,,,,,,4.6,0,True
google_maps,Aroma real perfumería,,,Cra. 102b,+3017107182,,https://wa.link/ai8cdt,,,,5.0,0,True
google_maps,Aromas y Fragancias,,,Cra. 74A #97-86,+3128393572,,https://www.aromasyfragancias.co/,,,,5.0,0,True
google_maps,Disfragancias Oviedo,,,Cra. 43A #6s-15 Local 2300,+3046060403,,https://disfragancias.com/,,,,4.8,0,True
google_maps,EDÉN Perfume Atelier,,,Cra. 36 #10-32,+3027438297,,https://www.smellslikeeden.com/,,,,5.0,0,True
google_maps,GAES Medellín Laureles,,,"Edificio Ofix 33, Av. 33 #80-47 Local 102, Piso 1",+6045576848,,https://www.gaes.co/nuestros-centros-auditivos/audifonos-antioquia/gaes-medellin-laureles-S1020,,,,0.0,48,True
google_maps,GAES Medellín El Poblado,,,"Edificio San Fernando Plaza, Cra. 43A #1-50 Local 336, Piso 2",+3142448322,,https://www.gaes.co/nuestros-centros-auditivos/audifonos-antioquia/gaes-medellin-el-poblado-P1021,,,,0.0,31,True
google_maps,Benoit Audífonos Las Americas | Clínica de Audiología,,,"Torre Medica Las Américas Auna, Dg. 75B #2A-80/140 Consultorio 304",+3147955149,,https://www.benoitaudifonos.co/,,,,5.0,0,True
google_maps,"Oigamos Sede Poblado, Centro y Rionegro - Audífonos, Tinnitus, Hipoacusia, Audiometría, Vértigo",,,"Intermedica, Cl. 7 #39-197",+6046051007,,https://oigamos.com/,,,,0.0,473,True
google_maps,Oire Florida | Tienda especializada en audífonos y pérdida de audición,,,"Florida Parque Comercial, Cl. 71 #Nº65 - 150 Local 2229",+3241000536,,https://oiremejor.com/,,,,0.0,39,True
google_maps,GAES Medellín Industriales,,,"Centro Integral de Servicios Punto Clave, Cl. 27 #46-70 Local 237, Piso 2",+3187353012,,https://www.gaes.co/nuestros-centros-auditivos/audifonos-antioquia/gaes-medellin-industriales-S1182,,,,0.0,36,True
google_maps,MacGyber El Original | Servicio Tecnico Multimarcas| Reparacion Electronicas en General Medellin,,,"CC Monterrey, Cra. 48 #10-45 Piso 2, Local 304",+3014521736,,https://macgyber.web.app/,,,,0.0,162,True
google_maps,Audiocentro Medellín,,,Cra. 43 #31-76,+3174035563,,https://www.audiocentro.com.co/,,,,4.9,0,True
